ingredient_name,e_number,regulatory_category,our_category,type,harm_level,source,reference,harm_justification,scientific_references,regulatory_status
caoretnes,E160a,Color,natural_color,natural,VERY_LOW,EFSA,E160a,"Natural color additive from plant/mineral sources. Generally safe, some may cause allergies.",EFSA/FDA approved,"Approved: EU, US, Canada"
Polyorbate 80,,Emulsifier,moderate_preservative,processed,MEDIUM,FDA GRAS,21 CFR 172.840,Approved preservative with established ADI. Generally well-tolerated but some sensitivity reported.,EFSA/FDA approved with ADI,"Approved: EU, US, Canada"
E-622,E622,Flavor enhancer,flavor_enhancer,processed,MEDIUM,EFSA,E622,Flavor enhancer approved by regulators. Some consumers report sensitivity symptoms.,EFSA/FDA approved,"Approved: EU, US, Canada; Labeling required"
mailc acid,,Acid,acid,natural,VERY_LOW,FDA GRAS,21 CFR 184.1069,"Food acid used for flavor, preservation, pH control. Generally safe.",EFSA/FDA GRAS,"Approved: EU, US, Canada"
E 954,E954,Sweetener,artificial_sweetener,artificial,MEDIUM,EFSA,E954,Saccharin oldest artificial sweetener. Removed from US carcinogen list in 2000. EFSA ADI 5 mg/kg/day.,"EFSA Journal 2017;15(3):4699, FDA Delisted 2000","Approved: EU, US, Canada"
ANNATTO ETRACT,,Color,natural_color,natural,VERY_LOW,FDA GRAS,21 CFR 73.30,"Natural color additive from plant/mineral sources. Generally safe, some may cause allergies.",EFSA/FDA approved,"Approved: EU, US, Canada"
E.952,E952,Sweetener,artificial_sweetener,artificial,MEDIUM,EFSA,E952,Cyclamate banned in US since 1969 due to animal cancer studies. Still approved in EU with ADI 7 mg/kg/day.,"EFSA Journal 2017;15(12):5059, FDA Banned 1969","Banned: US; Approved: EU, Canada"
INS 966,E966,Sweetener,sugar_alcohol,processed,MEDIUM,EFSA,E966,Sugar alcohol approved as sweetener. Can cause digestive discomfort (laxative effect) in large amounts.,EFSA/FDA approved with warnings,"Approved: EU, US, Canada; Laxative warning required"
maltodextryn as preservative,,Bulking agent,thickener,processed,LOW,FooDB,,Thickening agent approved for food use. Generally safe.,EFSA/FDA approved,"Approved: EU, US, Canada"
matloextrin,,Bulking agent,thickener,processed,LOW,FooDB,,Thickening agent approved for food use. Generally safe.,EFSA/FDA approved,"Approved: EU, US, Canada"
E 101,E101,Color,natural_color,natural,VERY_LOW,EFSA,E101,"Natural color additive from plant/mineral sources. Generally safe, some may cause allergies.",EFSA/FDA approved,"Approved: EU, US, Canada"
including diphosphates,E450,Stabilizer,emulsifier_stabilizer,processed,LOW,EFSA,E450,Emulsifier/stabilizer approved for food use. Generally safe in approved quantities.,EFSA/FDA GRAS or approved additive,"Approved: EU, US, Canada"
Corn Yl,,Fat,fat,natural,LOW,FDA GRAS,21 CFR 184.1555,Dietary fat. Health impact depends on type (saturated vs unsaturated) and quantity.,"FDA GRAS, WHO dietary guidelines",Approved: worldwide
sulphor dioxide,E220,Preservative,harmful_preservative,artificial,HIGH,EFSA,E220,Sulfur dioxide potent preservative. Can trigger severe asthma attacks. Destroys vitamin B1. EFSA ADI 0.7 mg/kg/day.,"EFSA Journal 2016;14(4):4438, FDA Mandatory labeling","Approved: EU, US, Canada; Mandatory allergen warning"
E-959,E959,Sweetener,artificial_sweetener,artificial,MEDIUM,EFSA,E959,Artificial sweetener with regulatory approval. Potential effects on gut microbiome and metabolism under research.,EFSA/FDA approved,"Approved: EU, US, Canada"
carmel ii,E150b,Color,moderate_color,processed,MEDIUM,EFSA,E150b,Color additive with acceptable safety profile but some processing concerns.,EFSA/FDA approved with ADI,"Approved: EU, US, Canada"
fructoes,,Sweetener,refined_sugar,processed,MEDIUM,FDA GRAS,21 CFR 184.1866,"Refined sugar. GRAS but linked to obesity, diabetes, cardiovascular disease when consumed in excess.","WHO recommends <10% daily calories, FDA GRAS",Approved: worldwide; Health warnings in some countries
dioptassium guanylate,E628,Flavor enhancer,flavor_enhancer,processed,MEDIUM,EFSA,E628,Flavor enhancer approved by regulators. Some consumers report sensitivity symptoms.,EFSA/FDA approved,"Approved: EU, US, Canada; Labeling required"
tataric caid,,Acid,acid,natural,VERY_LOW,FDA GRAS,21 CFR 184.1099,"Food acid used for flavor, preservation, pH control. Generally safe.",EFSA/FDA GRAS,"Approved: EU, US, Canada"
FATTY ACID ESTERS OF ASCORBIC ACID,E304,Antioxidant,natural_preservative,natural,VERY_LOW,EFSA,E304,"Natural preservative, generally safe with low toxicity. EFSA approved with ADI or no ADI needed.",EFSA/FDA GRAS,"Approved: EU, US, Canada"
moosodium glutaate,E621,Flavor enhancer,flavor_enhancer,processed,MEDIUM,EFSA,E621,"MSG (Monosodium glutamate) controversial. FDA GRAS but some report ""Chinese Restaurant Syndrome"" (headaches, flushing). EFSA no ADI needed.","EFSA Journal 2017;15(7):4910, FDA GRAS SCOGS Report 1980","Approved: EU, US, Canada; Mandatory labeling"
mnosodiom glutamate,E621,Flavor enhancer,flavor_enhancer,processed,MEDIUM,EFSA,E621,"MSG (Monosodium glutamate) controversial. FDA GRAS but some report ""Chinese Restaurant Syndrome"" (headaches, flushing). EFSA no ADI needed.","EFSA Journal 2017;15(7):4910, FDA GRAS SCOGS Report 1980","Approved: EU, US, Canada; Mandatory labeling"
ethyl vanillin,,Flavor,flavor_enhancer,processed,MEDIUM,FooDB,,Flavor enhancer approved by regulators. Some consumers report sensitivity symptoms.,EFSA/FDA approved,"Approved: EU, US, Canada; Labeling required"
INS-957,E957,Sweetener,natural_sweetener,natural,LOW,EFSA,E957,Thaumatin natural protein sweetener from katemfe fruit. EFSA no ADI needed (safe). Used in small quantities.,EFSA Journal 2015;13(11):4290,"Approved: EU, US, Canada"
rfuctose,,Sweetener,refined_sugar,processed,MEDIUM,FDA GRAS,21 CFR 184.1866,"Refined sugar. GRAS but linked to obesity, diabetes, cardiovascular disease when consumed in excess.","WHO recommends <10% daily calories, FDA GRAS",Approved: worldwide; Health warnings in some countries
lctose,,Sweetener,refined_sugar,processed,MEDIUM,FDA GRAS,21 CFR 184.1425,"Refined sugar. GRAS but linked to obesity, diabetes, cardiovascular disease when consumed in excess.","WHO recommends <10% daily calories, FDA GRAS",Approved: worldwide; Health warnings in some countries
Alpha-Tocopherol,E307,Antioxidant,natural_preservative,natural,VERY_LOW,EFSA,E307,"Natural preservative, generally safe with low toxicity. EFSA approved with ADI or no ADI needed.",EFSA/FDA GRAS,"Approved: EU, US, Canada"
polsarbate 60,,Emulsifier,moderate_preservative,processed,MEDIUM,FDA GRAS,21 CFR 172.836,Approved preservative with established ADI. Generally well-tolerated but some sensitivity reported.,EFSA/FDA approved with ADI,"Approved: EU, US, Canada"
with baking powder,,Leavening agent,leavening_agent,natural,VERY_LOW,FDA GRAS,21 CFR 182.1,Leavening agent used in baking. Generally recognized as safe.,FDA GRAS,Approved: worldwide
250,E250,Preservative,very_harmful_preservative,artificial,VERY_HIGH,EFSA,E250,Sodium nitrite forms nitrosamines when heated with proteins. Linked to colorectal cancer. Essential for botulism prevention in cured meats.,"EFSA Journal 2017;15(6):4786, IARC Group 2A","Approved: EU, US, Canada; Cancer warning; Max 150ppm"
e-123 added,E123,Color,harmful_color,artificial,HIGH,EFSA,E123,Amaranth red dye banned in US since 1976 due to cancer concerns in animal studies. Still used in EU with restrictions.,"FDA Banned 1976, EFSA Journal 2010;8(7):1649","Banned: US, Russia; Approved: EU (restricted), Canada"
E.300,E300,Antioxidant,natural_preservative,natural,VERY_LOW,EFSA,E300,"Natural preservative, generally safe with low toxicity. EFSA approved with ADI or no ADI needed.",EFSA/FDA GRAS,"Approved: EU, US, Canada"
MALIC ACID,,Acid,acid,natural,VERY_LOW,FDA GRAS,21 CFR 184.1069,"Food acid used for flavor, preservation, pH control. Generally safe.",EFSA/FDA GRAS,"Approved: EU, US, Canada"
330,E330,Antioxidant,natural_preservative,natural,VERY_LOW,EFSA,E330,"Natural preservative, generally safe with low toxicity. EFSA approved with ADI or no ADI needed.",EFSA/FDA GRAS,"Approved: EU, US, Canada"
Corn Oil Added,,Fat,fat,natural,LOW,FDA GRAS,21 CFR 184.1555,Dietary fat. Health impact depends on type (saturated vs unsaturated) and quantity.,"FDA GRAS, WHO dietary guidelines",Approved: worldwide
E150b,E150b,Color,moderate_color,processed,MEDIUM,EFSA,E150b,Color additive with acceptable safety profile but some processing concerns.,EFSA/FDA approved with ADI,"Approved: EU, US, Canada"
matitol as preservative,E965,Sweetener,sugar_alcohol,processed,MEDIUM,EFSA,E965,Sugar alcohol approved as sweetener. Can cause digestive discomfort (laxative effect) in large amounts.,EFSA/FDA approved with warnings,"Approved: EU, US, Canada; Laxative warning required"
Magnesium salts of fatty acids,E470b,Emulsifier,emulsifier_stabilizer,processed,LOW,EFSA,E470b,Emulsifier/stabilizer approved for food use. Generally safe in approved quantities.,EFSA/FDA GRAS or approved additive,"Approved: EU, US, Canada"
E621,E621,Flavor enhancer,flavor_enhancer,processed,MEDIUM,EFSA,E621,"MSG (Monosodium glutamate) controversial. FDA GRAS but some report ""Chinese Restaurant Syndrome"" (headaches, flushing). EFSA no ADI needed.","EFSA Journal 2017;15(7):4910, FDA GRAS SCOGS Report 1980","Approved: EU, US, Canada; Mandatory labeling"
omltodxetryn,,Bulking agent,thickener,processed,LOW,FooDB,,Thickening agent approved for food use. Generally safe.,EFSA/FDA approved,"Approved: EU, US, Canada"
Dimethyl Dicarbonate,E242,Preservative,moderate_preservative,processed,MEDIUM,EFSA,E242,Approved preservative with established ADI. Generally well-tolerated but some sensitivity reported.,EFSA/FDA approved with ADI,"Approved: EU, US, Canada"
INS 962,E962,Sweetener,artificial_sweetener,artificial,MEDIUM,EFSA,E962,Artificial sweetener with regulatory approval. Potential effects on gut microbiome and metabolism under research.,EFSA/FDA approved,"Approved: EU, US, Canada"
turmeic,,Color,natural_color,natural,VERY_LOW,FDA GRAS,21 CFR 73.600,"Natural color additive from plant/mineral sources. Generally safe, some may cause allergies.",EFSA/FDA approved,"Approved: EU, US, Canada"
vignar,,Preservative,natural_preservative,natural,VERY_LOW,FDA GRAS,21 CFR 184.1005,"Natural preservative, generally safe with low toxicity. EFSA approved with ADI or no ADI needed.",EFSA/FDA GRAS,"Approved: EU, US, Canada"
tartaric acid,,Acid,acid,natural,VERY_LOW,FDA GRAS,21 CFR 184.1099,"Food acid used for flavor, preservation, pH control. Generally safe.",EFSA/FDA GRAS,"Approved: EU, US, Canada"
RAISIN AGENTS (503(II) & 500(II)) NATURE IDENTICAL AND ARTIFICIAL (MIXED FRUIT,,Crowdsourced,other,unknown,UNKNOWN,Firebase,"Product: , Verified: 3 users",Crowdsourced ingredient from verified products. Classified heuristically as other. Needs expert review.,"Crowdsourced data, no official references",Unknown
fruit product s(0.7%) (apple juice cocentrate as sweetener,,Crowdsourced,other,unknown,UNKNOWN,Firebase,"Product: , Verified: 3 users",Crowdsourced ingredient from verified products. Classified heuristically as other. Needs expert review.,"Crowdsourced data, no official references",Unknown
INS957,E957,Sweetener,natural_sweetener,natural,LOW,EFSA,E957,Thaumatin natural protein sweetener from katemfe fruit. EFSA no ADI needed (safe). Used in small quantities.,EFSA Journal 2015;13(11):4290,"Approved: EU, US, Canada"
INS-466,E466,Stabilizer,emulsifier_stabilizer,processed,LOW,EFSA,E466,Emulsifier/stabilizer approved for food use. Generally safe in approved quantities.,EFSA/FDA GRAS or approved additive,"Approved: EU, US, Canada"
E.140,E140,Color,natural_color,natural,VERY_LOW,EFSA,E140,"Natural color additive from plant/mineral sources. Generally safe, some may cause allergies.",EFSA/FDA approved,"Approved: EU, US, Canada"
ins 962,E962,Sweetener,artificial_sweetener,artificial,MEDIUM,EFSA,E962,Artificial sweetener with regulatory approval. Potential effects on gut microbiome and metabolism under research.,EFSA/FDA approved,"Approved: EU, US, Canada"
isomalt cnotnet,E953,Sweetener,sugar_alcohol,processed,MEDIUM,EFSA,E953,Sugar alcohol approved as sweetener. Can cause digestive discomfort (laxative effect) in large amounts.,EFSA/FDA approved with warnings,"Approved: EU, US, Canada; Laxative warning required"
xanthn um,E415,Stabilizer,emulsifier_stabilizer,processed,LOW,EFSA,E415,Emulsifier/stabilizer approved for food use. Generally safe in approved quantities.,EFSA/FDA GRAS or approved additive,"Approved: EU, US, Canada"
psyllim,,Fiber,other,unknown,UNKNOWN,FooDB,,Approved food additive or ingredient. Safety profile varies by specific substance.,EFSA/FDA approved or GRAS,Approved: varies by ingredient
potassium hydrogen sulphite as sweetener,E228,Preservative,harmful_preservative,artificial,HIGH,EFSA,E228,Preservative with safety concerns. May cause allergic reactions or linked to health issues in studies. Use restricted in some applications.,"EFSA under review, FDA approved with limitations","Approved: EU, US, Canada; Restrictions apply"
E.249,E249,Preservative,very_harmful_preservative,artificial,VERY_HIGH,EFSA,E249,Potassium nitrite can form carcinogenic nitrosamines in meat. IARC Group 2A (probably carcinogenic). EFSA lowered ADI to 0.07 mg/kg/day.,"EFSA Journal 2017;15(6):4786, IARC Monograph 94","Approved: EU, US, Canada; Restricted quantities; Cancer link"
baking owdr,,Leavening agent,leavening_agent,natural,VERY_LOW,FDA GRAS,21 CFR 182.1,Leavening agent used in baking. Generally recognized as safe.,FDA GRAS,Approved: worldwide
calcium silicate content,,Anti-caking agent,other,unknown,UNKNOWN,FooDB,,Approved food additive or ingredient. Safety profile varies by specific substance.,EFSA/FDA approved or GRAS,Approved: varies by ingredient
INS-957,E957,Sweetener,natural_sweetener,natural,LOW,EFSA,E957,Thaumatin natural protein sweetener from katemfe fruit. EFSA no ADI needed (safe). Used in small quantities.,EFSA Journal 2015;13(11):4290,"Approved: EU, US, Canada"
added sodium bicarbnoate,,Leavening agent,leavening_agent,natural,VERY_LOW,FDA GRAS,21 CFR 184.1736,Leavening agent used in baking. Generally recognized as safe.,FDA GRAS,Approved: worldwide
INS252,E252,Preservative,very_harmful_preservative,artificial,VERY_HIGH,EFSA,E252,Potassium nitrate similar concerns to E251. Restricted to cheese and cured meat.,EFSA Journal 2017;15(6):4786,"Approved: EU, US, Canada; Limited applications"
added btuter,,Fat,fat,natural,LOW,FDA GRAS,21 CFR 163.130,Dietary fat. Health impact depends on type (saturated vs unsaturated) and quantity.,"FDA GRAS, WHO dietary guidelines",Approved: worldwide
MALIC ACID,,Acid,acid,natural,VERY_LOW,FDA GRAS,21 CFR 184.1069,"Food acid used for flavor, preservation, pH control. Generally safe.",EFSA/FDA GRAS,"Approved: EU, US, Canada"
botra,,Fat,fat,natural,LOW,FDA GRAS,21 CFR 163.130,Dietary fat. Health impact depends on type (saturated vs unsaturated) and quantity.,"FDA GRAS, WHO dietary guidelines",Approved: worldwide
INS966,E966,Sweetener,sugar_alcohol,processed,MEDIUM,EFSA,E966,Sugar alcohol approved as sweetener. Can cause digestive discomfort (laxative effect) in large amounts.,EFSA/FDA approved with warnings,"Approved: EU, US, Canada; Laxative warning required"
matodextrin,,Bulking agent,thickener,processed,LOW,FooDB,,Thickening agent approved for food use. Generally safe.,EFSA/FDA approved,"Approved: EU, US, Canada"
PROPYL GALLATE,E310,Antioxidant,harmful_preservative,artificial,HIGH,EFSA,E310,Propyl gallate potential endocrine disruptor. Banned in infant foods. Some countries restricting use.,"EFSA Journal 2014;12(4):3642, EWG Score: 7/10","Approved: EU, US; Banned: infant products; Under review"
IRON OXIDES ADDED,E172,Color,moderate_color,processed,MEDIUM,EFSA,E172,Color additive with acceptable safety profile but some processing concerns.,EFSA/FDA approved with ADI,"Approved: EU, US, Canada"
Maltodextin,,Bulking agent,thickener,processed,LOW,FooDB,,Thickening agent approved for food use. Generally safe.,EFSA/FDA approved,"Approved: EU, US, Canada"
caramel colro as preservativi,,Color,moderate_color,processed,MEDIUM,FDA GRAS,21 CFR 73.85,Color additive with acceptable safety profile but some processing concerns.,EFSA/FDA approved with ADI,"Approved: EU, US, Canada"
